cluster_name,nominal_vlass_coverage,_r,recno,CompName,CompId,IslId,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Ftot,e_Ftot,Fpeak,e_Fpeak,Maj,e_Maj,Min,e_Min,PA,e_PA,FtotIsl,e_FtotIsl,Islrms,Islmean,ResIdIslrms,ResidIslmean,RAMdeg,DEMdeg,e_RAMdeg,e_DEMdeg,SCode,Xposn,e_Xposn,Yposn,e_Yposn,XposnMax,e_XposnMax,YposnMax,e_YposnMax,MajImgPlane,e_MajImgPlane,MinImgPlane,e_MinImgPlane,PAImgPlane,e_PAImgPlane,DCMaj,e_DCMaj,DCMin,e_DCMin,DCPA,e_DCPA,DCMajImgPlane,e_DCMajImgPlane,DCMinImgPlane,e_DCMinImgPlane,DCPAImgPlane,e_DCPAImgPlane,Tile,Subtile,RASdeg,DESdeg,NVSSdist,FIRSTdist,PeakToRing,DupFlag,QualFlag,NNdist,BMaj,BMin,BPA,MainSample,QLcutout,arcsec_sep_from_bcg
LoVoCCS-48B,True,1.246,1826726.0,VLASS1QLCIR J125749.29-171622.8,33.0,240.0,194.45539707,-17.27300107,2.48e-06,1.88e-06,23.884,0.3190000057220459,23.961,0.17900000512599945,2.6287,0.0243,1.7205,0.0104,56.5531,0.9304,41.409,0.9900000095367432,0.1850000023841858,-0.0020000000949949026,0.6669999957084656,1.226,194.45539707,-17.27300107,2.48e-06,1.88e-06,S,2720.14859,0.00893,2676.62923,0.00678,2720.14859,0.00893,2676.6292,0.0068,2.6286,0.0243,1.7205,0.0104,56.4788,0.9304,0.0,0.0243,0.0,0.0104,0.0,0.9304,0.0,0.0243,0.0,0.0104,0.0,0.9304,T06t20,J125849-173000,194.70561,-17.5,1.30486,32985.47087,22.7632,0.0,4.0,374.17,2.799999952316284,1.6200000047683716,57.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T06t20.J125849-173000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dblexgs0ve0xto3x4&CIRCLE=194.4553970661681+-17.27300107034724+0.025,1.2635715403014542
LoVoCCS-49,True,2.02,1646033.0,VLASS1QLCIR J114124.19-121638.0,37.0,47.0,175.35081518,-12.27722944,6.3e-07,5.9e-07,131.262,0.515999972820282,104.124,0.1550000011920929,3.0074,0.006,2.4276,0.0041,40.4849,0.3937,126.162,0.7799999713897705,0.1550000011920929,-0.0010000000474974513,1.1679999828338623,0.336,175.35108293,-12.27753951,6.3e-07,5.9e-07,M,2817.0127,0.00226,2661.48022,0.00213,2816.0697,0.00226,2660.3649,0.0021,3.0073,0.006,2.4276,0.0041,40.4271,0.3937,1.8376,0.006,0.8012,0.0041,158.7011,0.3937,1.8376,0.006,0.8012,0.0041,158.6433,0.3937,T07t18,J114229-123000,175.62288,-12.5,0.97337,15307.31402,91.4512,0.0,0.0,381.38,2.8399999141693115,1.690000057220459,53.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T07t18.J114229-123000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dikqcpryc8dhm1hx5&CIRCLE=175.3508151756894+-12.277229440685511+0.025,2.047577492626983
LoVoCCS-51,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-55,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-58,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-60A,True,1.749,3143030.0,VLASS1QLCIR J221808.03-035004.6,32.0,105.0,334.53347926,-3.83462821,4.844e-05,3.053e-05,2.986,0.4569999873638153,1.989,0.1979999989271164,3.7489,0.4248,2.6978,0.2348,72.0936,14.6274,2.734,0.3529999852180481,0.18799999356269836,0.0020000000949949026,0.13699999451637268,0.018,334.53347926,-3.83462821,4.844e-05,3.053e-05,S,1761.92473,0.17438,655.34385,0.10992,1761.92473,0.17438,655.3438,0.1099,3.7489,0.4248,2.6977,0.2348,72.0954,14.6274,0.0,0.4248,0.0,0.2348,0.0,14.6274,0.0,0.4248,0.0,0.2348,0.0,14.6274,T10t34,J221801-033000,334.50618,-3.5,11.94405,1.09914,4.3573,0.0,0.0,223.51,2.8299999237060547,2.380000114440918,9.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T10t34.J221801-033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dn94yf0y8jcijdudg&CIRCLE=334.5334792582492+-3.83462821386652+0.025,1.765865190440132
LoVoCCS-60B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-61,True,1.542,3161403.0,VLASS1QLCIR J222607.90+172121.9,8.0,10.0,336.53292897,17.35610123,2.041e-05,1.221e-05,4.761,0.34700000286102295,3.453,0.1589999943971634,3.3364,0.1746,2.4768,0.1008,99.4753,7.4533,17.942,0.5669999718666077,0.15199999511241913,0.0,0.25999999046325684,0.417,336.53292897,17.35610123,2.041e-05,1.221e-05,C,661.29981,0.07348,1343.06234,0.04394,661.29981,0.07348,1343.0623,0.0439,3.3364,0.1746,2.4768,0.1008,99.3712,7.4533,2.1868,0.1746,0.6895,0.1008,98.5171,7.4533,2.1867,0.1746,0.6895,0.1008,98.413,7.4533,T15t30,J222444+173000,336.18407,17.5,2.06691,8708.79441,1.7619,0.0,0.0,4.23,2.5199999809265137,2.380000114440918,-75.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T15t30.J222444%2B173000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Diqv369jnpughspn4&CIRCLE=336.53292896748945+17.35610123090618+0.025,1.5238237924793376
LoVoCCS-61,True,3.021,3161414.0,VLASS1QLCIR J222608.07+172125.3,9.0,10.0,336.53364884,17.35705323,6.482e-05,1.65e-05,6.772,0.5569999814033508,2.289,0.14100000262260437,6.8939,0.5537,2.5723,0.1221,82.842,4.5716,17.942,0.5669999718666077,0.15199999511241913,0.0,0.25999999046325684,0.417,336.53364884,17.35705323,6.482e-05,1.65e-05,C,658.83254,0.23334,1346.49404,0.0594,658.83254,0.23334,1346.494,0.0594,6.8938,0.5537,2.5723,0.1221,82.7377,4.5716,6.4244,0.5537,0.9279,0.1221,82.4871,4.5716,6.4243,0.5537,0.9279,0.1221,82.3829,4.5716,T15t30,J222444+173000,336.18407,17.5,2.74502,8712.67448,1.4847,0.0,0.0,4.23,2.5199999809265137,2.380000114440918,-75.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T15t30.J222444%2B173000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Diqv369jnpughspn4&CIRCLE=336.53364884316085+17.35705322604477+0.025,3.0515025332985113
LoVoCCS-63,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-65,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-66A,True,1.225,3083296.0,VLASS1QLCIR J215222.01-193247.6,12.0,39.0,328.09171921,-19.54656523,5.039e-05,0.00013016,2.926,0.753000020980835,1.028,0.20000000298023224,4.8001,1.1039,2.5767,0.4258,1.8744,18.7548,2.358,0.3799999952316284,0.1979999989271164,0.0020000000949949026,0.12200000137090683,0.033,328.09171921,-19.54656523,5.039e-05,0.00013016,S,1318.67126,0.18139,1692.11358,0.46857,1318.67126,0.18139,1692.1136,0.4686,4.8001,1.1039,2.5767,0.4258,1.9277,18.7548,4.3738,1.1039,0.6803,0.4258,174.324,18.7548,4.3738,1.1039,0.6803,0.4258,174.3774,18.7548,T06t33,J215143-193000,327.93215,-19.5,123.25927,36028.47322,2.0242,0.0,0.0,420.0,2.759999990463257,1.5700000524520874,56.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T06t33.J215143-193000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dvvnww31j4trcbgj0&CIRCLE=328.0917192052431+-19.54656522893914+0.025,1.2398388071119628
LoVoCCS-66B,True,1.153,3082737.0,VLASS1QLCIR J215209.58-194322.5,15.0,49.0,328.03992109,-19.72294401,1.352e-05,1.097e-05,32.005,1.3459999561309814,14.04,0.42800000309944153,3.7848,0.1293,2.6161,0.0712,56.3114,4.1892,32.991,1.1490000486373901,0.40299999713897705,-0.006000000052154064,0.6830000281333923,0.112,328.03992109,-19.72294401,1.352e-05,1.097e-05,S,1494.79884,0.04868,1057.28894,0.0395,1494.79884,0.04868,1057.2889,0.0395,3.7848,0.1293,2.6161,0.0712,56.3477,4.1892,2.592,0.1293,2.0889,0.0712,56.7514,4.1892,2.592,0.1293,2.0889,0.0712,56.7877,4.1892,T06t33,J215143-193000,327.93215,-19.5,0.66544,36684.89401,15.0999,0.0,0.0,261.76,2.759999990463257,1.5700000524520874,56.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T06t33.J215143-193000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dvvnww31j4trcbgj0&CIRCLE=328.03992108777845+-19.7229440097384+0.025,1.155728581841753
LoVoCCS-67,True,1.758,3373571.0,VLASS1QLCIR J235700.74-344533.8,38.0,52.0,359.25311039,-34.75941547,1.878e-05,1.055e-05,105.756,1.8289999961853027,9.95,0.1509999930858612,15.0121,0.1763,4.8186,0.0477,153.8685,0.8945,232.4,2.8929998874664307,0.1509999930858612,-0.010999999940395355,0.18299999833106995,0.57,359.25333999,-34.75941765,1.878e-05,1.055e-05,M,3680.49215,0.06761,920.56853,0.03799,3679.81308,0.06761,920.5648,0.038,15.0116,0.1763,4.8185,0.0477,153.5176,0.8945,14.8234,0.1763,4.3492,0.0477,153.817,0.8945,14.8229,0.1763,4.3492,0.0477,153.466,0.8945,T02t48,J235928-343000,359.86865,-34.5,2.22105,83907.80743,1.0859,0.0,0.0,3.29,2.380000114440918,2.069999933242798,-19.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T02t48.J235928-343000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dliuaptlrtzpbviog&CIRCLE=359.2531103948478+-34.75941547459008+0.025,1.7494051716716412
LoVoCCS-67,True,4.947,3373576.0,VLASS1QLCIR J235700.88-344536.7,21.0,33.0,359.25367573,-34.76020252,1.988e-05,1.398e-05,73.384,1.7660000324249268,8.702,0.16300000250339508,8.1347,0.172,5.7763,0.1135,164.5675,3.2115,218.213,2.8340001106262207,0.16300000250339508,-0.0010000000474974513,0.20399999618530273,0.714,359.25362555,-34.75968384,1.988e-05,1.398e-05,M,1506.64321,0.07156,923.06546,0.05034,1506.78939,0.07156,924.9329,0.0503,8.1347,0.172,5.7763,0.1135,164.6356,3.2115,7.808,0.172,5.1376,0.1135,160.454,3.2115,7.8079,0.172,5.1376,0.1135,160.5222,3.2115,T02t48,J235632-343000,359.1342,-34.5,5.50093,83910.58821,1.3353,0.0,0.0,3.29,2.940000057220459,1.8799999952316284,38.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T02t48.J235632-343000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dor8ahd7xpczg9nou&CIRCLE=359.25367572526636+-34.7602025241611+0.025,4.940990880817003
LoVoCCS-67,True,6.416,3373557.0,VLASS1QLCIR J235700.43-344526.8,22.0,33.0,359.25181916,-34.75745909,2.229e-05,1.079e-05,29.324,0.9480000138282776,6.946,0.16300000250339508,7.194,0.1984,3.3501,0.0685,160.9698,2.1171,218.213,2.8340001106262207,0.16300000250339508,-0.0010000000474974513,0.20399999618530273,0.714,359.25205746,-34.75764781,2.229e-05,1.079e-05,M,1512.12254,0.08026,932.94816,0.03883,1511.41853,0.08026,932.2679,0.0388,7.194,0.1984,3.3501,0.0685,161.0369,2.1171,6.8412,0.1984,1.9989,0.0685,157.7968,2.1171,6.8412,0.1984,1.9988,0.0685,157.8638,2.1171,T02t48,J235632-343000,359.1342,-34.5,5.8023,83900.885,0.6547,0.0,0.0,8.01,2.940000057220459,1.8799999952316284,38.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T02t48.J235632-343000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dor8ahd7xpczg9nou&CIRCLE=359.25181916370764+-34.75745908630893+0.025,6.419794816426223
LoVoCCS-74,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-75,True,1.051,3257152.0,VLASS1QLCIR J230714.00-151326.7,21.0,23.0,346.80834875,-15.2240918,3.611e-05,6.336e-05,1.251,0.28700000047683716,1.107,0.15000000596046448,3.4479,0.5561,2.3768,0.2702,17.1945,17.534,1.161,0.2150000035762787,0.15000000596046448,0.0,0.010999999940395355,0.0,346.80834875,-15.2240918,3.611e-05,6.336e-05,S,1585.39697,0.13,2853.21505,0.2281,1585.39697,0.13,2853.215,0.2281,3.4479,0.5561,2.3768,0.2702,17.2153,17.534,0.0,0.5561,0.0,0.2702,0.0,17.534,0.0,0.5561,0.0,0.2702,0.0,17.534,T07t35,J230655-153000,346.7293,-15.5,4.90579,15282.33173,2.0796,0.0,0.0,215.38,3.4700000286102295,2.0899999141693115,7.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T07t35.J230655-153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Ddvjc391bzswv9a0g&CIRCLE=346.8083487469426+-15.22409180110842+0.025,1.0645962028074685
LoVoCCS-76,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-80,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-85,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-89,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-90,True,0.903,2146688.0,VLASS1QLCIR J151126.52+062057.0,12.0,10.0,227.86051088,6.34918239,7.94e-06,8.19e-06,8.159,0.3269999921321869,7.449,0.17800000309944153,2.9396,0.072,2.7801,0.0645,36.5138,17.8573,276.452,1.4789999723434448,0.17399999499320984,0.0,0.19300000369548798,-0.014,227.86051088,6.34918239,7.94e-06,8.19e-06,C,717.93994,0.02857,1317.41735,0.02949,717.93994,0.02857,1317.4173,0.0295,2.9396,0.072,2.7801,0.0645,36.4785,17.8573,0.983,0.072,0.687,0.0645,19.066,17.8573,0.983,0.072,0.687,0.0645,19.0307,17.8573,T12t23,J151009+063000,227.54131,6.5,1.77908,9.42908,0.2541,0.0,0.0,9.57,2.7899999618530273,2.680000066757202,51.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T12t23.J151009%2B063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Djirmhjp06vuy5fgq&CIRCLE=227.8605108826028+6.34918238862462+0.025,0.9100394735844811
LoVoCCS-90,True,8.719,2146662.0,VLASS1QLCIR J151125.96+062101.7,10.0,10.0,227.85817699,6.35047884,4.08e-06,5.3e-06,128.511,1.559000015258789,28.351,0.17399999499320984,6.8496,0.0452,5.5559,0.0342,99.6158,1.4591,276.452,1.4789999723434448,0.17399999499320984,0.0,0.19300000369548798,-0.014,227.85848507,6.35038697,4.08e-06,5.3e-06,M,726.29315,0.01468,1322.07931,0.01908,725.19069,0.01468,1321.7493,0.0191,6.8495,0.0452,5.5559,0.0342,99.5808,1.4591,6.2842,0.0452,4.8334,0.0342,100.639,1.4591,6.2841,0.0452,4.8333,0.0342,100.6039,1.4591,T12t23,J151009+063000,227.54131,6.5,10.06499,0.15216,3.936,0.0,0.0,9.57,2.7899999618530273,2.680000066757202,51.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T12t23.J151009%2B063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Djirmhjp06vuy5fgq&CIRCLE=227.85817698909057+6.350478838558179+0.025,8.704536330488017
LoVoCCS-93A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-93B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-94,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-98,True,1.362,3366438.0,VLASS1QLCIR J235413.70-102507.7,39.0,38.0,358.55708958,-10.41880799,3.934e-05,7.569e-05,1.565,0.36500000953674316,1.196,0.17000000178813934,3.7883,0.6791,2.213,0.2486,20.6181,13.8302,1.186,0.2669999897480011,0.16899999976158142,-0.0010000000474974513,0.014000000432133675,0.0,358.55708958,-10.41880799,3.934e-05,7.569e-05,S,2122.13297,0.14164,2152.26026,0.27247,2122.13297,0.14164,2152.2603,0.2725,3.7882,0.6791,2.213,0.2486,20.6047,13.8302,2.2471,0.6791,0.3314,0.2486,36.4572,13.8302,2.2471,0.6791,0.3314,0.2486,36.4438,13.8302,T08t36,J235431-103000,358.63112,-10.5,4.92185,0.1345,0.9155,0.0,0.0,10.99,3.1600000858306885,2.0299999713897705,7.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T08t36.J235431-103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dh5tz9xfsyw20vvwj&CIRCLE=358.55708958182174+-10.418807993995461+0.025,1.382157631458651
LoVoCCS-99,True,1.293,1825504.0,VLASS1QLCIR J125721.97-302148.6,18.0,20.0,194.34157285,-30.3635214,1.097e-05,9.88e-06,2.562,0.20600000023841858,3.712,0.1459999978542328,2.3327,0.1146,1.5983,0.0503,49.3087,4.6501,481.302,2.763000011444092,0.16899999976158142,-0.0010000000474974513,0.27900001406669617,-0.092,194.34157285,-30.3635214,1.097e-05,9.88e-06,C,927.76013,0.03951,2350.08329,0.03555,927.76013,0.03951,2350.0833,0.0355,2.3326,0.1146,1.5983,0.0503,49.4604,4.6501,0.0,0.1146,0.0,0.0503,0.0,4.6501,0.0,0.1146,0.0,0.0503,0.0,4.6501,T03t20,J125609-303000,194.04145,-30.5,10.33131,80112.82463,0.7766,0.0,4.0,6.5,2.930000066757202,1.850000023841858,44.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T03t20.J125609-303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dbmu2aapzbm8h5m3u&CIRCLE=194.3415728542081+-30.36352139857059+0.025,1.3158511658872634
LoVoCCS-99,True,7.766,1825510.0,VLASS1QLCIR J125722.20-302154.4,17.0,20.0,194.34252411,-30.36513092,2.147e-05,1.705e-05,22.753,0.8209999799728394,6.07,0.16899999976158142,6.1413,0.22,2.9608,0.075,143.1587,2.675,481.302,2.763000011444092,0.16899999976158142,-0.0010000000474974513,0.27900001406669617,-0.092,194.34276865,-30.36537298,2.147e-05,1.705e-05,M,924.82077,0.0773,2344.28117,0.06139,924.0635,0.0773,2343.4077,0.0614,6.1412,0.22,2.9608,0.075,143.3109,2.675,5.8469,0.22,0.5684,0.075,141.7096,2.675,5.8468,0.22,0.5684,0.075,141.8618,2.675,T03t20,J125609-303000,194.04145,-30.5,10.63345,80118.59394,0.7814,0.0,0.0,6.5,2.930000066757202,1.850000023841858,44.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T03t20.J125609-303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dbmu2aapzbm8h5m3u&CIRCLE=194.342524107801+-30.36513092491014+0.025,7.7841366366375775
LoVoCCS-108,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-119,True,2.891,1177472.0,VLASS1QLCIR J082102.16+075149.1,76.0,92.0,125.25901215,7.86366243,9.009e-05,7.079e-05,1.684,0.43299999833106995,0.912,0.16200000047683716,4.0832,0.764,3.5425,0.5998,92.2719,55.4381,1.382,0.25600001215934753,0.15000000596046448,-0.010999999940395355,0.03700000047683716,-0.011,125.25901215,7.86366243,9.009e-05,7.079e-05,S,2866.69081,0.32434,3169.49965,0.25485,2866.69081,0.32434,3169.4997,0.2549,4.0832,0.764,3.5425,0.5998,92.3105,55.4381,3.0771,0.764,1.7711,0.5998,62.5569,55.4381,3.077,0.764,1.7711,0.5998,62.5955,55.4381,T12t13,J082209+073000,125.5413,7.5,50.25345,0.8076,2.0652,0.0,0.0,30.07,3.3299999237060547,2.3499999046325684,-47.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T12t13.J082209%2B073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dwq6ff3wro7y2yflk&CIRCLE=125.25901214585869+7.8636624283639005+0.025,2.8603577603257926
LoVoCCS-121,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoVoCCS-122,True,0.762,1473665.0,VLASS1QLCIR J102758.67-064755.4,6.0,8.0,156.99449014,-6.79872991,1.374e-05,2.03e-05,6.071,0.36500000953674316,4.238,0.16200000047683716,4.1447,0.1903,2.639,0.0835,28.3064,4.2576,5.973,0.3499999940395355,0.15700000524520874,0.0,0.12399999797344208,0.016,156.99449014,-6.79872991,1.374e-05,2.03e-05,S,220.35951,0.04947,783.83421,0.07309,220.35951,0.04947,783.8342,0.0731,4.1446,0.1903,2.6389,0.0835,28.3607,4.2576,2.2222,0.1903,1.4835,0.0835,27.7265,4.2576,2.2221,0.1903,1.4835,0.0835,27.7808,4.2576,T09t16,J102608-063000,156.5358,-6.5,2.28429,0.28453,9.2536,0.0,0.0,152.48,3.5,2.180000066757202,29.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.2.ql.T09t16.J102608-063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dej9loc9d0v83qmml&CIRCLE=156.99449014225436+-6.798729914501999+0.025,0.7569617783796383
LoVoCCS-123,True,3.363,1819250.0,VLASS1QLCIR J125441.08-291342.1,64.0,83.0,193.67120756,-29.22838382,6.17e-06,2.35e-06,236.217,1.9110000133514404,35.214,0.15600000321865082,10.9003,0.0528,4.6051,0.0187,172.0614,0.4007,369.238,2.614000082015991,0.15600000321865082,-0.0010000000474974513,0.21400000154972076,0.713,193.67132859,-29.22791981,6.17e-06,2.35e-06,M,2898.40332,0.02223,2836.33969,0.00848,2898.02778,0.02223,2838.0112,0.0085,10.9002,0.0528,4.605,0.0187,171.9,0.4007,10.6649,0.0528,3.8368,0.0187,170.6203,0.4007,10.6648,0.0528,3.8368,0.0187,170.4589,0.4007,T03t20,J125600-293000,194.00174,-29.5,2.87568,76078.93128,2.4988,0.0,0.0,5.77,2.890000104904175,1.7899999618530273,44.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T03t20.J125600-293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dbmu2aapzbm8h5m3u&CIRCLE=193.67120755546108+-29.22838381748559+0.025,3.3715966834597797
LoVoCCS-123,True,6.195,1819234.0,VLASS1QLCIR J125440.64-291342.1,66.0,83.0,193.66937024,-29.22837951,0.00010694,3.688e-05,5.173,0.48100000619888306,1.875,0.15600000321865082,8.8356,0.9565,1.6823,0.0686,161.515,3.43,369.238,2.614000082015991,0.15600000321865082,-0.0010000000474974513,0.21400000154972076,0.713,193.66971045,-29.22869275,0.00010694,3.688e-05,M,2904.17547,0.38499,2836.33874,0.13278,2903.10348,0.38499,2835.2141,0.1328,8.8356,0.9565,1.6823,0.0686,161.3527,3.43,8.5929,0.9565,0.0,0.0686,159.9845,3.43,8.5928,0.9565,0.0,0.0686,159.8222,3.43,T03t20,J125600-293000,194.00174,-29.5,3.62455,76079.15248,0.9313,0.0,0.0,5.77,2.890000104904175,1.7899999618530273,44.0,1.0,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T03t20.J125600-293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dbmu2aapzbm8h5m3u&CIRCLE=193.66937024173316+-29.22837951483037+0.025,6.171630390601026
